,targetName,gameID,level_2,rep_a,rep_b,displacement,reps
230,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,2,0,3,0.9047619047619049,0 to 3
231,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,3,1,2,1.0,1 to 2
232,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,4,1,3,0.7142857142857143,1 to 3
233,hand_selected_005,5561-b91645e7-99ed-4bc3-bed2-033e730ddfc8,5,2,3,0.7142857142857143,2 to 3
234,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,0,0,1,0.7333333333333333,0 to 1
235,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,1,0,2,0.8666666666666666,0 to 2
236,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,2,0,3,0.7333333333333333,0 to 3
237,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,3,1,2,0.8666666666666666,1 to 2
238,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,4,1,3,0.9999999999999998,1 to 3
239,hand_selected_005,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,5,2,3,0.8666666666666666,2 to 3
240,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,0,0,1,0.9047619047619049,0 to 1
241,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,1,0,2,0.9047619047619049,0 to 2
242,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,2,0,3,0.8095238095238096,0 to 3
243,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,3,1,2,1.0,1 to 2
244,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,4,1,3,0.9047619047619049,1 to 3
245,hand_selected_005,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,5,2,3,0.9047619047619049,2 to 3
246,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,0,0,1,0.4285714285714286,0 to 1
247,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,1,0,2,0.611111111111111,0 to 2
248,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,2,0,3,-0.3333333333333334,0 to 3
249,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,3,1,2,0.23809523809523814,1 to 2
250,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,4,1,3,0.0,1 to 3
251,hand_selected_005,8393-20a088d6-1640-4144-9c9b-1a4de630af05,5,2,3,0.0,2 to 3
252,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,0,0,1,0.3333333333333333,0 to 1
253,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,1,0,2,0.4666666666666666,0 to 2
254,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,2,0,3,0.3333333333333333,0 to 3
255,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,3,1,2,0.6888888888888888,1 to 2
256,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,4,1,3,0.611111111111111,1 to 3
257,hand_selected_005,8397-be124375-c065-4d32-b13f-3c684ac930ea,5,2,3,0.8888888888888888,2 to 3
258,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,0,0,1,0.5,0 to 1
259,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,1,0,2,0.7142857142857142,0 to 2
260,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,2,0,3,0.42857142857142855,0 to 3
261,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,3,1,2,0.21428571428571427,1 to 2
262,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,4,1,3,0.5714285714285714,1 to 3
263,hand_selected_005,9029-bf6aa9be-2c19-4801-8b58-04f3a2398178,5,2,3,0.7857142857142856,2 to 3
264,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,0,0,1,0.4285714285714286,0 to 1
265,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,1,0,2,0.33333333333333337,0 to 2
266,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,2,0,3,0.3888888888888889,0 to 3
267,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,3,1,2,0.9047619047619049,1 to 2
268,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,4,1,3,0.9047619047619049,1 to 3
269,hand_selected_005,9242-61cee60a-233f-42d0-b588-c8ba6453d564,5,2,3,1.0,2 to 3
270,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,0,0,1,0.14285714285714288,0 to 1
271,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,1,0,2,0.7142857142857143,0 to 2
272,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,2,0,3,0.8095238095238096,0 to 3
273,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,3,1,2,0.4285714285714286,1 to 2
274,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,4,1,3,0.23809523809523814,1 to 3
275,hand_selected_005,9249-ae94c595-416c-447d-bfb6-529a4944bb02,5,2,3,0.7857142857142856,2 to 3
276,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,0,0,1,0.7333333333333333,0 to 1
277,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,1,0,2,0.6,0 to 2
278,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,2,0,3,0.6,0 to 3
279,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,3,1,2,0.5238095238095238,1 to 2
280,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,4,1,3,0.4666666666666666,1 to 3
281,hand_selected_005,9659-5abde78c-ee50-4470-8814-d0f698fcd93b,5,2,3,0.04761904761904762,2 to 3
282,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,0,0,1,0.9999999999999999,0 to 1
283,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,1,0,2,0.9999999999999999,0 to 2
284,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,2,0,3,0.8666666666666666,0 to 3
285,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,3,1,2,0.9999999999999999,1 to 2
286,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,4,1,3,0.8095238095238096,1 to 3
287,hand_selected_006,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,5,2,3,0.8666666666666666,2 to 3
288,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,0,0,1,0.6,0 to 1
289,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,1,0,2,0.6,0 to 2
290,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,2,0,3,0.5111111111111111,0 to 3
291,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,3,1,2,0.8666666666666666,1 to 2
292,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,4,1,3,0.911111111111111,1 to 3
293,hand_selected_006,0443-fd078367-c19d-495d-84d5-3519a281435d,5,2,3,0.7333333333333333,2 to 3
294,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,0,0,1,0.3333333333333334,0 to 1
295,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,1,0,2,0.7999999999999999,0 to 2
296,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,2,0,3,0.6,0 to 3
297,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,3,1,2,0.6666666666666669,1 to 2
298,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,4,1,3,1.0,1 to 3
299,hand_selected_006,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,5,2,3,0.07142857142857142,2 to 3
300,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,0,0,1,0.39999999999999997,0 to 1
301,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,1,0,2,0.14285714285714288,0 to 2
302,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,2,0,3,0.23809523809523814,0 to 3
303,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,3,1,2,0.19999999999999998,1 to 2
304,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,4,1,3,0.19999999999999998,1 to 3
305,hand_selected_006,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,5,2,3,0.8571428571428571,2 to 3
306,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,0,0,1,0.8571428571428571,0 to 1
307,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,1,0,2,1.0,0 to 2
308,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,2,0,3,0.8571428571428571,0 to 3
309,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,3,1,2,1.0,1 to 2
310,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,4,1,3,0.6444444444444444,1 to 3
311,hand_selected_006,0652-88ebf36e-0780-4434-a9c7-969af27c2636,5,2,3,1.0,2 to 3
312,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,0,0,1,0.3333333333333333,0 to 1
313,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,1,0,2,-1.0,0 to 2
314,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,2,0,3,0.2,0 to 3
315,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,3,1,2,1.0,1 to 2
316,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,4,1,3,0.2857142857142857,1 to 3
317,hand_selected_006,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,5,2,3,-1.0,2 to 3
318,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,0,0,1,1.0,0 to 1
319,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,1,0,2,0.6666666666666669,0 to 2
320,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,2,0,3,0.3333333333333334,0 to 3
321,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,3,1,2,0.42857142857142855,1 to 2
322,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,4,1,3,0.6,1 to 3
323,hand_selected_006,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,5,2,3,0.7999999999999999,2 to 3
324,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,0,0,1,0.6666666666666669,0 to 1
325,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,1,0,2,0.33333333333333337,0 to 2
326,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,2,0,3,0.6666666666666669,0 to 3
327,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,3,1,2,1.0,1 to 2
328,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,4,1,3,0.9285714285714285,1 to 3
329,hand_selected_006,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,5,2,3,1.0,2 to 3
330,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,0,0,1,0.6444444444444444,0 to 1
331,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,1,0,2,0.7222222222222222,0 to 2
332,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,2,0,3,0.6888888888888888,0 to 3
333,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,3,1,2,0.7222222222222222,1 to 2
334,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,4,1,3,0.909090909090909,1 to 3
335,hand_selected_006,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,5,2,3,0.7222222222222222,2 to 3
336,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,0,0,1,0.33333333333333337,0 to 1
337,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,1,0,2,0.33333333333333337,0 to 2
338,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,2,0,3,0.33333333333333337,0 to 3
339,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,3,1,2,0.611111111111111,1 to 2
340,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,4,1,3,0.5238095238095238,1 to 3
341,hand_selected_006,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,5,2,3,0.5238095238095238,2 to 3
342,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,0,0,1,0.5714285714285714,0 to 1
343,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,1,0,2,0.4666666666666666,0 to 2
344,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,2,0,3,0.6190476190476191,0 to 3
345,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,3,1,2,0.7333333333333333,1 to 2
346,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,4,1,3,0.8095238095238096,1 to 3
347,hand_selected_006,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,5,2,3,0.9999999999999999,2 to 3
348,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,0,0,1,0.7333333333333333,0 to 1
349,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,1,0,2,0.3333333333333334,0 to 2
350,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,2,0,3,0.6428571428571428,0 to 3
351,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,3,1,2,0.3333333333333334,1 to 2
352,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,4,1,3,0.4666666666666666,1 to 3
353,hand_selected_006,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,5,2,3,-0.3333333333333334,2 to 3
354,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,0,0,1,0.7142857142857143,0 to 1
355,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,1,0,2,0.6190476190476191,0 to 2
356,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,2,0,3,0.6190476190476191,0 to 3
357,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,3,1,2,0.8333333333333334,1 to 2
358,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,4,1,3,0.8571428571428571,1 to 3
359,hand_selected_006,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,5,2,3,0.8571428571428571,2 to 3
360,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,0,0,1,0.6,0 to 1
361,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,1,0,2,0.8095238095238096,0 to 2
362,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,2,0,3,0.7333333333333333,0 to 3
363,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,3,1,2,0.6,1 to 2
364,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,4,1,3,0.6,1 to 3
365,hand_selected_006,4115-fd198403-2337-4ad4-9b98-3841e429e43e,5,2,3,0.3333333333333333,2 to 3
366,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,0,0,1,0.39999999999999997,0 to 1
367,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,1,0,2,0.19999999999999998,0 to 2
368,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,2,0,3,0.9999999999999999,0 to 3
369,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,3,1,2,0.5238095238095238,1 to 2
370,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,4,1,3,0.7142857142857143,1 to 3
371,hand_selected_006,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,5,2,3,0.611111111111111,2 to 3
372,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,0,0,1,1.0,0 to 1
373,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,1,0,2,0.6666666666666669,0 to 2
374,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,2,0,3,0.6666666666666669,0 to 3
375,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,3,1,2,0.6,1 to 2
376,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,4,1,3,0.6,1 to 3
377,hand_selected_006,4611-415301bd-3cd2-4751-9911-e530d1bce758,5,2,3,0.9999999999999999,2 to 3
378,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,0,0,1,0.23809523809523814,0 to 1
379,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,1,0,2,0.05555555555555555,0 to 2
380,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,2,0,3,0.5,0 to 3
381,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,3,1,2,0.6190476190476191,1 to 2
382,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,4,1,3,0.8095238095238096,1 to 3
383,hand_selected_006,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,5,2,3,0.6,2 to 3
384,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,0,0,1,0.2,0 to 1
385,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,1,0,2,0.0,0 to 2
386,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,2,0,3,-0.3333333333333333,0 to 3
387,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,3,1,2,0.39999999999999997,1 to 2
388,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,4,1,3,0.5,1 to 3
389,hand_selected_006,4889-4e19ed70-4376-476c-857e-028e0af87a64,5,2,3,0.0,2 to 3
390,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,0,0,1,1.0,0 to 1
391,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,1,0,2,0.6,0 to 2
392,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,2,0,3,0.7333333333333333,0 to 3
393,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,3,1,2,1.0,1 to 2
394,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,4,1,3,1.0,1 to 3
395,hand_selected_006,5297-31ebba85-e71d-4a00-9a58-7e31948237a0,5,2,3,0.9047619047619049,2 to 3
396,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,0,0,1,0.33333333333333337,0 to 1
397,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,1,0,2,0.33333333333333337,0 to 2
398,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,2,0,3,1.0,0 to 3
399,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,3,1,2,0.5238095238095238,1 to 2
400,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,4,1,3,0.7090909090909091,1 to 3
401,hand_selected_006,5658-a87bad40-6533-48cc-be97-3576ffc5a243,5,2,3,0.6190476190476191,2 to 3
402,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,0,0,1,-0.3333333333333334,0 to 1
403,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,1,0,2,-0.33333333333333337,0 to 2
404,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,2,0,3,0.3333333333333334,0 to 3
405,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,3,1,2,0.33333333333333337,1 to 2
406,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,4,1,3,0.7857142857142856,1 to 3
407,hand_selected_006,6790-c17728a7-7127-4573-b291-0128340c8c92,5,2,3,1.0,2 to 3
408,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,0,0,1,0.3333333333333334,0 to 1
409,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,1,0,2,0.6666666666666669,0 to 2
410,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,2,0,3,0.6666666666666669,0 to 3
411,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,3,1,2,0.3333333333333334,1 to 2
412,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,4,1,3,0.0,1 to 3
413,hand_selected_006,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,5,2,3,0.3333333333333334,2 to 3
414,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,0,0,1,0.39999999999999997,0 to 1
415,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,1,0,2,0.39999999999999997,0 to 2
416,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,2,0,3,0.39999999999999997,0 to 3
417,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,3,1,2,0.8666666666666666,1 to 2
418,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,4,1,3,0.6363636363636362,1 to 3
419,hand_selected_006,7403-51a56b3d-e3c7-4e3d-b740-b9d03ecb6b23,5,2,3,0.9999999999999999,2 to 3
420,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,0,0,1,0.7142857142857142,0 to 1
421,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,1,0,2,0.9285714285714285,0 to 2
422,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,2,0,3,0.5238095238095238,0 to 3
423,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,3,1,2,0.7857142857142856,1 to 2
424,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,4,1,3,0.6190476190476191,1 to 3
425,hand_selected_006,8397-be124375-c065-4d32-b13f-3c684ac930ea,5,2,3,0.7142857142857143,2 to 3
426,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,0,0,1,0.5714285714285714,0 to 1
427,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,1,0,2,0.5714285714285714,0 to 2
428,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,2,0,3,0.7142857142857142,0 to 3
429,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,3,1,2,0.6444444444444444,1 to 2
430,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,4,1,3,0.5,1 to 3
431,hand_selected_006,8443-39606760-f554-4047-bbe2-fba6c5d88180,5,2,3,0.5,2 to 3
432,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,0,0,1,0.06666666666666665,0 to 1
433,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,1,0,2,0.33333333333333337,0 to 2
434,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,2,0,3,0.6666666666666669,0 to 3
435,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,3,1,2,1.0,1 to 2
436,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,4,1,3,1.0,1 to 3
437,hand_selected_006,9324-80d12e76-e2ce-46ce-8dbe-e04f0d498f7e,5,2,3,0.33333333333333337,2 to 3
438,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,0,0,1,0.7142857142857142,0 to 1
439,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,1,0,2,0.5,0 to 2
440,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,2,0,3,0.6428571428571428,0 to 3
441,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,3,1,2,0.9285714285714285,1 to 2
442,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,4,1,3,0.6428571428571428,1 to 3
443,hand_selected_006,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,5,2,3,0.5714285714285714,2 to 3
444,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,0,0,1,0.6666666666666669,0 to 1
445,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,1,0,2,0.6666666666666669,0 to 2
446,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,2,0,3,1.0,0 to 3
447,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,3,1,2,0.8571428571428571,1 to 2
448,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,4,1,3,0.7142857142857142,1 to 3
449,hand_selected_006,9972-0695b95b-896a-4ade-9999-92ab0fe4584a,5,2,3,0.6666666666666666,2 to 3
450,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,0,0,1,0.7777777777777778,0 to 1
451,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,1,0,2,0.5,0 to 2
452,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,2,0,3,0.5555555555555556,0 to 3
453,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,3,1,2,0.8333333333333334,1 to 2
454,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,4,1,3,0.4444444444444444,1 to 3
455,hand_selected_008,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,5,2,3,0.611111111111111,2 to 3
456,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,0,0,1,0.611111111111111,0 to 1
457,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,1,0,2,0.6,0 to 2
458,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,2,0,3,0.5,0 to 3
459,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,3,1,2,0.6,1 to 2
460,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,4,1,3,0.5555555555555555,1 to 3
461,hand_selected_008,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,5,2,3,0.7333333333333333,2 to 3
462,hand_selected_008,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,0,0,1,0.8333333333333334,0 to 1
463,hand_selected_008,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,1,0,2,0.6666666666666666,0 to 2
