,_id,iterationName,workerId,hitID,aID,gameID,randID,timeRelative,timeAbsolute,trialNum,score,points,numTrials,numTargets,prePostSetSize,numRepetitions,practiceDuration,buildDuration,timeThresholdYellow,timeThresholdRed,discreteEnvHeight,discreteEnvWidth,browser,browserVersion,os,comments,age,strategies,sex,inputDevice,difficulty,fun,dataType,eventType,buggy
50,5e2f08e2280c353fe0633f47,Exp2Pilot3,A3QEVFM3UD67BA,3R868ACW4SQXTNSO2SZCQ3O6UYPGZS,3BWI6RSP7HNJCJOL34M7O05GDRQ7ER,7003-7e4d5b38-649c-46ce-8249-3d2dd2317136,bea725iid5cqw0jtu74ikl,2308369.8949998943,1580140772598.0,,0.425,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,It was a lot of fun! Time really flew by but I thought the time for each tower was too short. I had the feeling most of the towers were designed for the player to fail.,43,Just to move quickly! There really was no time for any strategy.,Female,Mouse,6,7,survey_data,survey_data,False
51,5eb4333a346be0546b2912d9,Exp2Pilot3_batch2,AMPMTF5IAAMK8,341YLJU21IDLJ3V739Q1O4RFQUQ2IS,33FBRBDW6PD8FZ9QHI8ICC19C07C8R,3356-6fd98e27-1dc1-4afe-9e1c-a90f6cd5b1e6,bqtqngu5qdrj600e7nz1qq,1948668.479999993,1588867898385.0,,0.19000000000000003,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,,38,no,Male,Mouse,6,5,survey_data,survey_data,False
52,5eb44035346be0546b291b5a,Exp2Pilot3_batch2,ALDQRWYZ8KQ9A,386T3MLZLN9LYNGGF0AWSR4MQ02807,339ANSOTR6GJN3XRIH17DK8VK6WKIX,6156-7d9fa872-c00f-46af-a4b3-3d37f8065d3b,g867ks3dequ0yl03bsgziwf,1665467.850000001,1588871219026.0,,0.7650000000000003,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,"No issues.  I had a hard time determining how many spaces some parts of the shape occupied, but other than that everything worked fine.",42,"I tried to locate objects that were important for spacing early, and were clearly a specific object in a specific place (usually usually the red hash mark for this).  Spacing was a big problem for me, so I tried to get that right and then it was usually clear which objects to use to complete the rest.",Male,Mouse,6,5,survey_data,survey_data,False
53,5eb44141346be0546b291d98,Exp2Pilot3_batch2,A3RQN5RZD1N2KP,386T3MLZLN9LYNGGF0AWSR4MQ02807,3Z4XG4ZF495WIXKL8E45QPMJDJ6X8R,9825-442c7437-477a-4896-84fd-39dba72ac3b5,tmpsn5daoai171kj02g0cg,1718052.9999999853,1588871489829.0,,0.09,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,It was kinda fun but tricky and hard. I felt I was over thinking it at the end and making it harder than it had to be.,47,"No, just tried to match the same shapes.",Female,Mouse,6,5,survey_data,survey_data,False
54,5eb4425b346be0546b291fb5,Exp2Pilot3_batch2,A2ONILC0LZKG6Y,386T3MLZLN9LYNGGF0AWSR4MQ02807,36W0OB37HXSEG3LTC0MW0NVTO2UHZN,6225-bbe188c3-3e51-410f-8b93-4c4632c0820e,woy2qmuenygskzbkplb1y9,1525912.7050000243,1588871772524.0,,0.7700000000000002,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,80,Windows,"I didn't have any issues or problems. It was a bit frustrating for me, but I don't have very good visual/spatial skills, so that is all on me.",43,Start for the bottom and look or any parts that could only be accomplished with a specific piece (generally skinny parts).,Female,Mouse,5,4,survey_data,survey_data,False
55,5eb4429d346be0546b292009,Exp2Pilot3_batch2,A2FOUSWQDYHIE0,386T3MLZLN9LYNGGF0AWSR4MQ02807,3CP1TO84PUFCUZYMMRC9OFIWYK552N,4206-62b960fa-1cfe-4205-a116-93fde04873fd,20tnk7a8ya12stjjqrgvow,2105012.9299999997,1588871837766.0,,0.01,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,76,Linux,"It was extremely difficult and I think maybe it would be better if we had a bit more time. However, I enjoyed the task and I hope my input helps.",28,No real strategies. I just tried to build as fast as I could.,Male,Trackpad,7,6,survey_data,survey_data,False
56,5eb4435d346be0546b2920fd,Exp2Pilot3_batch2,A2BBDH8DZD77AU,386T3MLZLN9LYNGGF0AWSR4MQ02807,3U5NZHP4LSGK2ZJNPROU9PTFE3NPHA,0050-6c4598b0-4ba2-453b-9450-a2b56232ac90,ktg2kruewzefbdfk0u24oh,2465796.2450000923,1588872030430.0,,0.7600000000000002,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,no,22,start at the bottom.,Female,Mouse,4,6,survey_data,survey_data,False
57,5eb443ec346be0546b292167,Exp2Pilot3_batch2,A3UQ5DF8VVD975,31ANT7FQN8GDM53AFAAEMZTCAR35H4,3DBQWDE4Y7C8JLNF8AATG3LU9FVN5V,5147-d762077a-cc46-4e92-9eea-ba8f3cfbbbdc,irmabt77u0mfw4r587yvs,2519523.4399999026,1588872171831.0,,0.395,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,I enjoyed th study. It was challenging but fun. There were no technical problems.,41,I tried to build up one side at a time as far as I can before working on the other side.,Male,Mouse,5,5,survey_data,survey_data,False
58,5eb4445a346be0546b2921a3,Exp2Pilot3_batch2,A1ZI4VU6650Q8B,386T3MLZLN9LYNGGF0AWSR4MQ02807,3G5W44VEU8W5RCRWST14S8VF5T4KG5,5921-d9360f5b-d821-4eb7-bf08-7fab348c6395,62ih70a6k0m3wpvmptq5hw,1360310.0900000427,1588872282991.0,,1.2350000000000003,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,I noticed no issues or problems.  I found this to be very enjoyable and a nice little challenge.,57,"Because gravity was involved, I tried to build from the bottom up.",Male,Mouse,5,7,survey_data,survey_data,False
59,5eb447f2346be0546b292326,Exp2Pilot3_batch2,A17LZ3WK12T7CJ,31ANT7FQN8GDM53AFAAEMZTCAR35H4,3Z7ISHFUH19LNSK09WSQNA2ULJ4Z8Q,0873-2851611f-42e5-4913-979c-1148321ce97a,o8u3wicj9nuynz5xya8ak,1856982.2100000456,1588873203634.0,,0.7600000000000002,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,81,Windows,No issues.   More difficult than I anticipated :),44,Just tried to figure out how to duplicate the patterns with the pieces available...often unsuccessfully lol,Female,Mouse,5,6,survey_data,survey_data,False
